name,address,latitude,longitude,technicalPlatform,level,establishmentType,establishmentCode,services
CSR-DM PUBLIC de BROUAGUI,,5.648493333,-6.823615,,CENTRE_SANTE,PUBLIQUE,1228,
CSR-DM PUBLIC de SARAKADJI,,5.817,-6.8004,,CENTRE_SANTE,PUBLIQUE,'0094,
CSR-DM PUBLIC de TAKOREAGUI,,5.758300001,-6.7943,,CENTRE_SANTE,PUBLIQUE,2268,
CSR-DM PUBLIC de WALEBO,,5.586576667,-6.836881667,,CENTRE_SANTE,PUBLIQUE,'0099,
CSU-I PUBLIC de GNANMAGUI,,5.81025,-6.73232,,CENTRE_SANTE,PUBLIQUE,0548,
CSR-D PUBLIC de  N'DRIAGUI,,5.658988333,-6.614946667,,CENTRE_SANTE,PUBLIQUE,2516,
CSR-D PUBLIC de GNAKOREAGUI,,5.7204,-6.6308,,CENTRE_SANTE,PUBLIQUE,2080,
CSR-D PUBLIC de GNIPI 2,,5.673036667,-6.644513333,,CENTRE_SANTE,PUBLIQUE,2513,
CSR-D PUBLIC de PETIT BONDOUKOU (dist. SOUBRE),,5.601018333,-6.651573333,,CENTRE_SANTE,PUBLIQUE,2259,
CSR-DM PUBLIC de DAHILI,,5.5061,-6.7826,,CENTRE_SANTE,PUBLIQUE,2692,
CSR-DM PUBLIC de KOREAGUI 2,,5.5053,-6.6403,,CENTRE_SANTE,PUBLIQUE,2083,
CSR-DM PUBLIC de POGREAGUI,,5.444623333,-6.672316667,,CENTRE_SANTE,PUBLIQUE,2695,
CSU-DM PUBLIC de OUPOYO,,5.563196667,-6.587808333,,CENTRE_SANTE,PUBLIQUE,1219,
AGENCE DE SANTE COMMUNAUTAIRE SUD OUEST,,5.405971667,-6.555383333,,CENTRE_SANTE,PRIVE,,
CASE COMMUNAUTAIRE OUVERT PAR ONG FOASCOM (ŒUVRE D’ASSISTANCE SANITAIRE A BASE COMMUNAUTAIRE-CI),,5.405425,-6.560561667,,CENTRE_SANTE,PRIVE,,
CASE DE SANTE BONNE ESPERENCE,,5.410461667,-6.562345,,CENTRE_SANTE,PRIVE,,
CASE DE SANTE ESPOIR (FOASCOM),,5.410161667,-6.563248333,,CENTRE_SANTE,PRIVE,,
CASE DE SANTE MAMAN HELENE,,5.41178,-6.553011667,,CENTRE_SANTE,PRIVE,,
CENTRE DE SANTE MOBILE DE KROHON,,5.358063333,-6.52456,,CENTRE_SANTE,PRIVE,,
CENTRE MEDICAL CARLA DE MEAGUI,,5.398128333,-6.556585,,CENTRE_SANTE,PRIVE,2492,
CENTRE MEDICO SOCIAL IVOIRE SERVICE DE MEAGUI,,5.402661667,-6.555535,,CENTRE_SANTE,PRIVE,2490,
CLINIQUE LA CHARITE,,5.408926667,-6.557481667,,CLINIQUE_PRIVEE,PRIVE,,
CLINIQUE MEDICAL SAINT GEORGE (CMSG),,5.40398,-6.554998333,,CLINIQUE_PRIVEE,PRIVE,,
CLINIQUE MEDICALE DIVINE GRACE DE MEAGUI,,5.408151667,-6.554705,,CLINIQUE_PRIVEE,PRIVE,2397,
CLINIQUE OFFOH NASSE,,5.408358333,-6.557005,,CLINIQUE_PRIVEE,PRIVE,,
CSR-D PUBLIC de ASSAWLEKRO,,5.353499999,-6.5895,,CENTRE_SANTE,PUBLIQUE,1472,
CSR-D PUBLIC de GBLAGBANIE,,5.353499999,-6.5893,,CENTRE_SANTE,PUBLIQUE,2256,
CSR-D PUBLIC de KRAGUI,,5.4352,-6.6283,,CENTRE_SANTE,PUBLIQUE,2266,
CSR-D PUBLIC de TOUAGUI 1,,5.431299999,-6.5627,,CENTRE_SANTE,PUBLIQUE,2272,
CSR-DM PUBLIC de NEGREAGUI,,5.4441,-6.5086,,CENTRE_SANTE,PUBLIQUE,1399,
CSR-DM PUBLIC de PASCALKRO,,5.374700001,-6.438,,CENTRE_SANTE,PUBLIQUE,1411,
CSR-DM PUBLIC de TOUADJI 2,,5.42567,-6.56279,,CENTRE_SANTE,PUBLIQUE,1547,
CSU-DM PUBLIC de MEAGUI,,5.406565,-6.558408333,,CENTRE_SANTE,PUBLIQUE,1218,
CSUS-SSSU-SAJ PUBLIC de MEAGUI,,5.39423,-6.555765,,CENTRE_SANTE,PUBLIQUE,4469,
ESPACE MEDICAL SAINT GEORGES DE MEAGUI,,5.403999999,-6.555,,CENTRE_SANTE,PRIVE,2393,
FOASCOM,,5.413563333,-6.561683333,,CENTRE_SANTE,PRIVE,,
INFIRMERIE PRIVEE SAINTE EMMANUELLA,,5.394718333,-6.554568333,,CENTRE_SANTE,PRIVE,,
INFIRMERIE PRIVEE SAINTE MARIE DE KROHO,,5.355065,-6.5258,,CENTRE_SANTE,PRIVE,,
INFRMERIE PRIVEE LA PAIX (nikiema),,5.406823333,-6.555431667,,CENTRE_SANTE,PRIVE,,
L’INFIRMERIE DU PAYSAN,,5.409071667,-6.555791667,,CENTRE_SANTE,PRIVE,,
ONG BON SAMARITAIN,,5.411716667,-6.553431667,,CENTRE_SANTE,PRIVE,,
ONG CŒUR OUVERT,,5.397986667,-6.552248333,,CENTRE_SANTE,PRIVE,,
ONG DU BONHEUR,,5.412998333,-6.554088333,,CENTRE_SANTE,PRIVE,,
ONG IVOIR SERVICE,,5.403453333,-6.562975,,CENTRE_SANTE,PRIVE,,
ONG V2MR LA RENAISSANCE,,5.412285,-6.554761667,,CENTRE_SANTE,PRIVE,,
SAINTE DEBORAH,,5.406408333,-6.557515,,CENTRE_SANTE,PRIVE,,
SALLE DE SOINS NABIL ISMAEL,,5.411656667,-6.561186667,,CENTRE_SANTE,PRIVE,,
CSR-D PUBLIC de BLESSEOUA,,6.251,-6.462,,CENTRE_SANTE,PUBLIQUE,1353,
CSR-D PUBLIC de GABAGUHE,,6.1985,-6.567,,CENTRE_SANTE,PUBLIQUE,2273,
CSR-D PUBLIC de GBAZOA,,6.2294,-6.6218,,CENTRE_SANTE,PUBLIQUE,1794,
CSR-D PUBLIC de KIPIRI,,6.13105,-6.500503333,,CENTRE_SANTE,PUBLIQUE,2269,
CSR-D PUBLIC de KOTABLIEOUA,,6.2128,-6.5182,,CENTRE_SANTE,PUBLIQUE,2265,
CSR-D PUBLIC de PARCSOU,,6.0956,-6.6209,,CENTRE_SANTE,PUBLIQUE,1363,
CSR-DM PUBLIC de PETIT GOA 1,,6.111435,-6.712178333,,CENTRE_SANTE,PUBLIQUE,2271,
CSR-DM PUBLIC de ZAKOEOUA,,6.256351667,-6.508815,,CENTRE_SANTE,PUBLIQUE,1795,
CSR-DM PUBLIC Roa de KAKUEOUA,,6.27304,-6.58583,,CENTRE_SANTE,PUBLIQUE,0095,
CSR-DM PUBLIC de BAGOLIEOUA,,6.169463333,-6.529308333,,CENTRE_SANTE,PUBLIQUE,1220,
CSR-D PUBLIC de KOREGUHE,,6.172700001,-6.663,,CENTRE_SANTE,PUBLIQUE,1503,
CSR-DM PUBLIC de MAHIEOUA,,6.202,-6.455,,CENTRE_SANTE,PUBLIQUE,1262,
CSR-D PUBLIC de OUREYO,,6.020573333,-6.596841667,,CENTRE_SANTE,PUBLIQUE,2733,
CSR-DM PUBLIC de PETIT GOA 2,,6.10779,-6.775055,,CENTRE_SANTE,PUBLIQUE,2732,
CSU-DM PUBLIC DE GRAND-ZATTRY,,6.116931667,-6.535361667,,CENTRE_SANTE,PUBLIQUE,1222,
CMS SIPEFI-CI OKROUYO,,5.820118333,-6.391731667,,CENTRE_SANTE,PRIVE,2076,
CMS SIPEFI-CI OTTAWA,,5.6645,-6.2746,,CENTRE_SANTE,PRIVE,2077,
CSR-D PUBLIC de BOGREKO,,5.617138333,-6.295648333,,CENTRE_SANTE,PUBLIQUE,2509,
CSR-D PUBLIC de GBADAKOUAMEKRO,,5.603,-6.4578,,CENTRE_SANTE,PUBLIQUE,1350,
CSR-D PUBLIC de GUIMEYO,,5.8334,-6.3073,,CENTRE_SANTE,PUBLIQUE,2696,
CSR-D PUBLIC de KAGNENAKO,,5.8155,-6.35,,CENTRE_SANTE,PUBLIQUE,2082,
CSR-DM PUBLIC de KPADA,,5.78399,-6.49451,,CENTRE_SANTE,PUBLIQUE,2697,
CSR-DM PUBLIC de MEMBERI 2,,5.680508333,-6.540478333,,CENTRE_SANTE,PUBLIQUE,,
CSR-D PUBLIC de MEMBERI 1,,5.6786,-6.4199,,CENTRE_SANTE,PUBLIQUE,2086,
CSR-DM PUBLIC de OTTAWA,,5.71948,-6.27404,,CENTRE_SANTE,PUBLIQUE,0099,
CSR-D PUBLIC de DOBRE,,5.560599999,-6.3345,,CENTRE_SANTE,PUBLIQUE,1513,
CSR-DM PUBLIC de GBALEBOUO,,5.733236667,-6.34529,,CENTRE_SANTE,PUBLIQUE,,
CSR-DM PUBLIC de TOLLAKRO,,5.6242,-6.3721,,CENTRE_SANTE,PUBLIQUE,1507,
CSU-DM PUBLIC de OKROUYO,,5.760646,-6.404423,,CENTRE_SANTE,PUBLIQUE,1225,
CSR-D PUBLIC de JOHIN,,5.78716,-6.61003,,CENTRE_SANTE,PUBLIQUE,2694,
CENTRE DE SECOURS MEDICAL STE YVETTE,,5.778201667,-6.594338333,,CENTRE_SANTE,PRIVE,2751,
CENTRE MEDICO SOCIAL BETHESDA DE SOUBRE,,5.785451667,-6.585946667,,CENTRE_SANTE,PRIVE,2396,
CLINIQUE DES OLIVIERS de SOUBRE,,5.783265,-6.58804,,CLINIQUE_PRIVEE,PRIVE,2394,
CLINIQUE MEDICAL VAL DES GRACES DE SOUBRE,,5.766723333,-6.591298333,,CLINIQUE_PRIVEE,PRIVE,2392,
CMC PRIVEE STE TRINITE DE SOUBRE,,5.783299999,-6.5973,,CENTRE_SANTE,PRIVE,2391,
CENTRE DE SOINS INFIRMIERS MERVEILLE GABON EXTENSION,,5.771723333,-6.587753333,,CENTRE_SANTE,PRIVE,2750,
CSR-D PUBLIC de GADAGO,,5.8282,-6.5876,,CENTRE_SANTE,PUBLIQUE,1686,
CSR-D PUBLIC de KODA TCHAD,,5.8475,-6.5478,,CENTRE_SANTE,PUBLIQUE,2258,
CSR-DM PUBLIC de MAYO 2,,5.819599999,-6.6362,,CENTRE_SANTE,PUBLIQUE,2263,
CSR-DM PUBLIC de GRIPAZO,,5.831466667,-6.59236,,CENTRE_SANTE,PUBLIQUE,0022,
CSR-DM PUBLIC de OBROUAYO,,5.8906,-6.6491,,CENTRE_SANTE,PUBLIQUE,1397,
CSR-I PUBLIC de KONEDOUGOU,,6.03983,-6.67113,,CENTRE_SANTE,PUBLIQUE,0402,
INF-P PUBLIC Prison Civil MAC de SOUBRE,,5.785476667,-6.605426667,,CENTRE_SANTE,PUBLIQUE,2087,
ICT DE SOUBRE,,5.785276667,-6.606541667,,CENTRE_SANTE,PUBLIQUE,2088,
CSU-DM PUBLIC de YABAYO,,5.947835,-6.601146667,,CENTRE_SANTE,PUBLIQUE,0450,
CSUS-CAT PUBLIC de SOUBRE,,5.786596667,-6.602121667,,CENTRE_SANTE,PUBLIQUE,0654,
CSUS-SSSU SAJ PUBLIC DE SOUBRE,,5.783399999,-6.5972,,CENTRE_SANTE,PUBLIQUE,1485,
DISPENSAIRE CATHOLIQUE de SOUBRE,,5.784356667,-6.60618,,CENTRE_SANTE,CONFESSIONNEL,2090,
FSU-COM UGEFOS de SOUBRE,,5.78317,-6.600918333,,CENTRE_SANTE,PUBLIQUE,2091,
HG PUBLIC de SOUBRE,,5.785921667,-6.6036,,CH,PUBLIQUE,1226,
INF-PV ONG ORASUR,,5.789875,-6.590591667,,CENTRE_SANTE,PRIVE,2262,
INF-PV Gnaté Bia de SOUBRE,,5.787900001,-6.6046,,CENTRE_SANTE,PRIVE,1700,
INF-PV Médicale du Sud Ouest de SOUBRE,,5.784093333,-6.59493,,CENTRE_SANTE,PRIVE,1697,
POLYCLINIQUE SAINTE MARIE DE SOUBRE,,5.7918,-6.5959,,CLINIQUE_PRIVEE,PRIVE,1702,
INSTITUT DE SANTE IAMC DE SOUBRE,,5.78501,-6.591401667,,CENTRE_SANTE,CONFESSIONNEL,2395,
CSR-DM PUBLIC de BAKAYO,,5.98581,-6.41904,,CENTRE_SANTE,PUBLIQUE,1689,
CSR-D PUBLIC de KOMIAYO,,6.020199999,-6.3891,,CENTRE_SANTE,PUBLIQUE,1696,
CSR-D PUBLIC de KOZIAYO 2,,5.9277,-6.3441,,CENTRE_SANTE,PUBLIQUE,2264,
CSR-DM PUBLIC de LESSIRI,,5.90509,-6.48913,,CENTRE_SANTE,PUBLIQUE,1691,
CSR-DM PUBLIC de GNOGBOYO,,5.88129,-6.40081,,CENTRE_SANTE,PUBLIQUE,0428,
CSR-DM PUBLIC de LILIYO,,5.994425,-6.361698333,,CENTRE_SANTE,PUBLIQUE,2735,
CSU-DM PUBLIC de MAYO,,6.08588,-6.39643,,CENTRE_SANTE,PUBLIQUE,1223,
CSU-DM PUBLIC de YACOLIDABOUO,,5.94751,-6.54508,,CENTRE_SANTE,PUBLIQUE,1230,
INF-PV SAPH YACOLI,,5.966413333,-6.513103333,,CENTRE_SANTE,PRIVE,2261,
CSR-D PUBLIC de AMOROKI,,7.08886,-4.16291,,CENTRE_SANTE,PUBLIQUE,1812,
CSR-D PUBLIC de KOFFI ADOUKRO,,7.11254,-4.33484,,CENTRE_SANTE,PUBLIQUE,1945,
CSU-DM PUBLIC de N'ZECREZESSOU,,7.068275,-4.275203,,CENTRE_SANTE,PUBLIQUE,0728,
CSR-D PUBLIC de ASSIKA KAYABO,,6.89187,-4.3726,,CENTRE_SANTE,PUBLIQUE,0177,
CSR-DM PUBLIC de ABEANOU,,6.97247,-4.24113,,CENTRE_SANTE,PUBLIQUE,0709,
CSU-DM PUBLIC de KOUADIOBLEKRO,,6.93126,-4.32015,,CENTRE_SANTE,PUBLIQUE,0727,
CMS CONFESSIONNEL SAINTE ANNE de BOCANDA,,7.064086,-4.493823,,CENTRE_SANTE,CONFESSIONNEL,2046,
CSR-D PUBLIC de GBONOU CARREFOUR,,7.15682,-4.39675,,CENTRE_SANTE,PUBLIQUE,1813,
CSR-D PUBLIC de KONAN-LEKIKRO,,6.89995,-4.62862,,CENTRE_SANTE,PUBLIQUE,1944,
CSR-D PUBLIC de N'DOKOUASSIKRO,,7.0346,-4.73556,,CENTRE_SANTE,PUBLIQUE,1814,
CSR-DM PUBLIC de DIDA KAYABO,,6.9044,-4.4669,,CENTRE_SANTE,PUBLIQUE,7106,
CSR-DM PUBLIC de DIDA MOUESSOU,,6.908826667,-4.51726,,CENTRE_SANTE,PUBLIQUE,1562,
CSR-DM PUBLIC de SOUSSOUYAKRO,,7.136195,-4.528075,,CENTRE_SANTE,PUBLIQUE,,
CSR-DM PUBLIC de TAGNAKRO,,6.943,-4.5135,,CENTRE_SANTE,PUBLIQUE,0179,
HG PUBLIC de BOCANDA,,7.061253333,-4.502485,,CH,PUBLIQUE,0725,
MATERNITE LA VIE,,7.0098,-4.5162,,CENTRE_SANTE,PRIVE,2141,
CSR-D PUBLIC de BROU AHOUSSOUKRO,,6.82723,-4.52934,,CENTRE_SANTE,PUBLIQUE,1776,
CSU-DM PUBLIC de BENGASSOU,,6.797691667,-4.491035,,CENTRE_SANTE,PUBLIQUE,0723,
CSUS-SSSU PUBLIC de DIMBOKRO,,6.645,-4.7,,CENTRE_SANTE,PUBLIQUE,0732,
CSR-D PUBLIC de LANGBA,,6.9759,-4.6908,,CENTRE_SANTE,PUBLIQUE,7108,
CSR-DM PUBLIC de NOFOU,,6.83112,-4.70643,,CENTRE_SANTE,PUBLIQUE,0737,
CSR-D PUBLIC de ANGA KONANKRO,,6.7754,-4.8912,,CENTRE_SANTE,PUBLIQUE,0185,
CSR-D PUBLIC de TRIANIKRO,,6.85173,-4.80654,,CENTRE_SANTE,PUBLIQUE,1996,
CSR-DM PUBLIC de ABIGUI,,6.69776,-4.83515,,CENTRE_SANTE,PUBLIQUE,1816,
CHR PUBLIC de DIMBOKRO,,6.653031667,-4.69596,,CHR,PUBLIQUE,0729,
CLINIQUE PRIVEE SAINTE RITA de DIMBOKRO,,6.6456,-4.7003,,CLINIQUE_PRIVEE,PRIVE,2149,
CSR-D PUBLIC de TANGOUMASSOU,,6.73587,-4.67396,,CENTRE_SANTE,PUBLIQUE,2151,
CSR-DM PUBLIC de SOUNGASSOU,,6.633515,-4.618889,,CENTRE_SANTE,PUBLIQUE,0180,
CSU-D CONFESSIONNEL NDA de DIMBOKRO,,6.64476,-4.70248,,CENTRE_SANTE,CONFESSIONNEL,0730,
CSU-D PUBLIC de DIMBOKRO,,6.659363333,-4.704983333,,CENTRE_SANTE,PUBLIQUE,2639,
CSU-D PUBLIC Prison Civil MAC de DIMBOKRO,,6.6536,-4.7078,,CENTRE_SANTE,PUBLIQUE,1878,
CSUS-CAT PUBLIC de DIMBOKRO,,6.654455,-4.696775,,CENTRE_SANTE,PUBLIQUE,2148,
CSUS-PMI PUBLIC de DIMBOKRO,,6.640855,-4.706244,,CENTRE_SANTE,PUBLIQUE,0731,
INF-LC PUBLIC Lycée Moderne de DIMBOKRO,,6.658786667,-4.732058333,,CENTRE_SANTE,PUBLIQUE,0726,
INF-M PUBLIC Garnison de DIMBOKRO,,6.644621667,-4.70392,,CENTRE_SANTE,PUBLIQUE,2713,
INF-PV PRIVE LA VOIE DE DIEU de DIMBOKRO,,6.652899999,-4.7149,,CENTRE_SANTE,PRIVE,2153,
INF-PV PRIVE MERVEILLES DE DIEU de DIMBOKRO,,6.656400001,-4.7182,,CENTRE_SANTE,PRIVE,2154,
INHP-A PUBLIC de DIMBOKRO,,6.650699999,-4.7056,,CLINIQUE_PRIVEE,PUBLIQUE,1584,
CSR-D PUBLIC de BENDEKRO,,6.845711667,-4.593046667,,CENTRE_SANTE,PUBLIQUE,2150,
CSR-D PUBLIC de BOCABO,,6.68828,-4.59417,,CENTRE_SANTE,PUBLIQUE,1998,
CSR-D PUBLIC de N'DAYAKRO,,6.7322,-4.5558,,CENTRE_SANTE,PUBLIQUE,7109,
CSR-DM PUBLIC de DJANGOKRO,,6.75983,-4.58872,,CENTRE_SANTE,PUBLIQUE,0736,
CSR-D PUBLIC de MEKRO,,7.14779,-4.67247,,CENTRE_SANTE,PUBLIQUE,1818,
CSR-D PUBLIC de SASSAOKRO,,7.167535,-4.621366667,,CENTRE_SANTE,PUBLIQUE,2306,
CSR-D PUBLIC de BONZO MALEKRO,,7.385600001,-4.6315,,CENTRE_SANTE,PUBLIQUE,2305,
CSR-D PUBLIC de BOUNDA,,7.2626,-4.64877,,CENTRE_SANTE,PUBLIQUE,1817,
CSR-D PUBLIC de SAHAGUIKRO,,7.43183,-4.65348,,CENTRE_SANTE,PUBLIQUE,0711,
CSU-DM PUBLIC de KOUASSI-KOUASSIKRO,,7.342941,-4.676036,,CENTRE_SANTE,PUBLIQUE,0738,
CSU-DM PUBLIC POLOUROUKAHA (non fonctionnel),,9.577445,-5.39626,,CENTRE_SANTE,PUBLIQUE,,
CSR-D PUBLIC de BORON,,8.699701667,-5.966065,,CENTRE_SANTE,PUBLIQUE,0937,
CSR-D PUBLIC de OUATTARADOUGOU (s/p Boron),,8.668616667,-5.81728,,CENTRE_SANTE,PUBLIQUE,0808,
CSR-D PUBLIC de KALAHA,,9.301,-5.813,,CENTRE_SANTE,PUBLIQUE,1428,
CSU-DM PUBLIC de GUIEMBE,,9.237076667,-5.712891667,,CENTRE_SANTE,PUBLIQUE,0940,
CSR-D PUBLIC de KADIOHA,,8.976299999,-5.8804,,CENTRE_SANTE,PUBLIQUE,2456,
CSR-D PUBLIC de NERKENE,,9.094965,-5.726966667,,CENTRE_SANTE,PUBLIQUE,3030,
CSR-D PUBLIC de NOGOTAHA,,9.17322,-5.831356667,,CENTRE_SANTE,PUBLIQUE,0629,
CSU-DM PUBLIC de DIKODOUGOU,,9.070955,-5.773638333,,CENTRE_SANTE,PUBLIQUE,0938,
CSR-D PUBLIC BLAGBOKAHA,,9.377926667,-5.576411667,,CENTRE_SANTE,PUBLIQUE,2215,
CSR-D PUBLIC de DAGBA,,9.3889,-5.5188,,CENTRE_SANTE,PUBLIQUE,0982,
CSR-D PUBLIC de KOLEKAHA,,9.360448333,-5.540598333,,CENTRE_SANTE,PUBLIQUE,2216,
CSR-D PUBLIC de NAKAHA,,9.364499999,-5.4748,,CENTRE_SANTE,PUBLIQUE,1501,
CSU-DM PUBLIC de KARAKORO,,9.3888,-5.52404,,CENTRE_SANTE,PUBLIQUE,2635,
CSR-D PUBLIC de ODIA,,9.3376,-5.4321,,CENTRE_SANTE,PUBLIQUE,1467,
CSU-DM PUBLIC de KOMBORODOUGOU,,9.33144,-5.4213,,CENTRE_SANTE,PUBLIQUE,0963,
CSR-D PUBLIC de FONONVOGO,,9.6607,-5.53572,,CENTRE_SANTE,PUBLIQUE,1720,
CSR-D PUBLIC de KOHOTIERI,,9.618825,-5.618208333,,CENTRE_SANTE,PUBLIQUE,6690,
CSR-D PUBLIC de KPONGBOVOGO,,9.695793333,-5.51858,,CENTRE_SANTE,PUBLIQUE,2217,
CSR-D PUBLIC de LELOUROUKAHA,,9.581868333,-5.50339,,CENTRE_SANTE,PUBLIQUE,2212,
CSR-D PUBLIC de NANGAKAHA,,9.56357,-5.5305,,CENTRE_SANTE,PUBLIQUE,2171,
CSR-DM PUBLIC de KAFIOKAHA 2,,9.5478,-5.4916,,CENTRE_SANTE,PUBLIQUE,9440,
CSR-DM PUBLIC de LATAHA,,9.55896,-5.58882,,CENTRE_SANTE,PUBLIQUE,9600,
CSR-D PUBLIC de BEVOGO,,9.65268,-5.493235,,CENTRE_SANTE,PUBLIQUE,2636,
CSR-D PUBLIC MITEGUEKAHA,,9.628708333,-5.46874,,CENTRE_SANTE,PUBLIQUE,2221,
CSR-DM PUBLIC de KOMBOLOKOURA,,9.328,-5.88859,,CENTRE_SANTE,PUBLIQUE,9460,
CENTRE DE SOINS PRIVÉ DU 14,,9.443299999,-5.6248,,CENTRE_SANTE,PRIVE,2642,
CENTRE MÉDICAL SADIO KONÉ,,9.457411667,-5.629163333,,CENTRE_SANTE,PRIVE,2643,
CHR PUBLIC de KORHOGO,,9.442916667,-5.632038333,,CHR,PUBLIQUE,0949,
CLINIQUE PRIVEE BETHANIE DE KORHOGO,,9.4579,-5.633161667,,CLINIQUE_PRIVEE,PRIVE,2640,
CMS CONFESSIONNEL BRIGIDA POSTESMO de KORHOGO,,9.461163333,-5.65941,,CENTRE_SANTE,CONFESSIONNEL,2638,
CMS PUBLIC Centre Social II de KORHOGO,,9.46305,-5.63438,,CENTRE_SANTE,PUBLIQUE,7261,
CMS-D PRIVE Baptiste de TORGOKAHA,,9.38713,-5.63056,,CENTRE_SANTE,PRIVE,4360,
CNTS-A PUBLIC de KORHOGO,,9.45657,-5.62689,,CLINIQUE_PRIVEE,PUBLIQUE,7262,
CSR-D PUBLIC de BINGUEBOUGOU,,9.52,-5.813,,CENTRE_SANTE,PUBLIQUE,1440,
CSR-D PUBLIC de GBONZORO,,9.532611667,-5.586141667,,CENTRE_SANTE,PUBLIQUE,2168,
CSR-D PUBLIC de KASSIRIME,,9.44704,-5.607228333,,CENTRE_SANTE,PUBLIQUE,0960,
CSR-D PUBLIC de LAKPOLO,,9.48582,-5.56812,,CENTRE_SANTE,PUBLIQUE,9590,
CSR-D PUBLIC de NANGASSEREGUE,,9.489,-5.716,,CENTRE_SANTE,PUBLIQUE,9620,
CSR-D PUBLIC de PIGNON,,9.44069,-5.77274,,CENTRE_SANTE,PUBLIQUE,4361,
CSR-D PUBLIC de WARANIENE,,9.42026,-5.66817,,CENTRE_SANTE,PUBLIQUE,0959,
CSR-DM PUBLIC de DELAFOSSE,,9.468976667,-5.631421667,,CENTRE_SANTE,PUBLIQUE,2226,
CSR-DM PUBLIC de NAGNENEFOUN,,9.481,-5.633,,CENTRE_SANTE,PUBLIQUE,2224,
CSR-DM PUBLIC de NATIO-KOBADARA,,9.486365,-5.60805,,CENTRE_SANTE,PUBLIQUE,2225,
CSR-DM PUBLIC SEKONKAHA,,9.395676667,-5.604231667,,CENTRE_SANTE,PUBLIQUE,2227,
CSU-D PUBLIC de KORHOGO,,9.466,-5.6199,,CENTRE_SANTE,PUBLIQUE,0950,
CSU-DM PUBLIC TIEKELEZO,,9.433426667,-5.615045,,CENTRE_SANTE,PUBLIQUE,2222,
CSU-M PUBLIC KOKO-TON,,9.46142,-5.640028333,,CENTRE_SANTE,PUBLIQUE,2523,
CSUS-CAT PUBLIC de KORHOGO,,9.4486,-5.6303,,CENTRE_SANTE,PUBLIQUE,0953,
CSUS-DM PUBLIC AIBEF de KORHOGO,,9.447899999,-5.6313,,CENTRE_SANTE,PUBLIQUE,4777,
CSUS-PMI PUBLIC de KORHOGO,,9.451605,-5.632728333,,CENTRE_SANTE,PUBLIQUE,0951,
CSUS-SSSU PUBLIC de KORHOGO,,9.4521,-5.632,,CENTRE_SANTE,PUBLIQUE,0952,
ICT 4ème LEGION GEND KORHOGO,,9.472966667,-5.61582,,CENTRE_SANTE,PUBLIQUE,2559,
ICT 6ème CIE GSPM KORHOGO,,9.446196667,-5.646168333,,CENTRE_SANTE,PUBLIQUE,2573,
INFIRMERIE 4e BATAILLON,,9.450676667,-5.631463333,,CENTRE_SANTE,PUBLIQUE,9124,
INFIRMERIE PRIVE RAHAMATOULAHI,,9.47302,-5.62667,,CENTRE_SANTE,PRIVE,2172,
INF-LC PUBLIC CAFOP de KORHOGO,,9.452023333,-5.639328333,,CENTRE_SANTE,PUBLIQUE,2471,
INF-LC PUBLIC Lycée Houphoêt Boigny de KORHOGO,,9.417712,-5.626682,,CENTRE_SANTE,PUBLIQUE,2468,
INF-LC PUBLIC Lycée Moderne de KORHOGO,,9.45281,-5.643075,,CENTRE_SANTE,PUBLIQUE,2469,
INF-LC PUBLIC Lycée Municipal de KORHOGO,,9.480193333,-5.643968333,,CENTRE_SANTE,PUBLIQUE,2470,
INF-P PUBLIC INFAS de KORHOGO,,9.442178333,-5.635636667,,CENTRE_SANTE,PUBLIQUE,1919,
INF-P PUBLIC Prison Civil MAC de KORHOGO,,9.452885,-5.636701667,,CENTRE_SANTE,PUBLIQUE,2239,
INHP-A PUBLIC de KORHOGO,,9.451956667,-5.632045,,CLINIQUE_PRIVEE,PUBLIQUE,0798,
MATERNITÉ PRIVÉE KENEYA (DIST. KORHOGO),,9.4647,-5.6307,,CENTRE_SANTE,PRIVE,2649,
ONG PRIVE CENTRE SAS de KORHOGO,,9.441283333,-5.630705,,CENTRE_SANTE,PRIVE,2173,
ONG PRIVE EDEN LAK de KORHOGO,,9.466051667,-5.62652,,CENTRE_SANTE,PRIVE,2174,
ONG PRIVE IDEAL de KORHOGO,,9.443201667,-5.628728333,,CENTRE_SANTE,PRIVE,2175,
POLYCLINIQUE LA SISANGUE,,9.455395,-5.631418333,,CLINIQUE_PRIVEE,PRIVE,2631,
CSU-DM PUBLIC de KATIALI,,9.821323333,-5.937038333,,CENTRE_SANTE,PUBLIQUE,0974,
CSR-D PUBLIC de KIERE,,9.094403333,-6.062698333,,CENTRE_SANTE,PUBLIQUE,7889,
CSR-D PUBLIC de NOUFRE,,8.952173333,-6.080501667,,CENTRE_SANTE,PUBLIQUE,2220,
CSU-DM PUBLIC de KANOROBA,,9.12259,-6.12673,,CENTRE_SANTE,PUBLIQUE,0983,
CSR-D PUBLIC de TALLERE,,9.20141,-6.14609,,CENTRE_SANTE,PUBLIQUE,0655,
CSU-DM PUBLIC de SIRASSO,,9.28341,-6.10623,,CENTRE_SANTE,PUBLIQUE,0984,
CSR-D PUBLIC de DASSOUNGBO,,9.38699,-5.7859,,CENTRE_SANTE,PUBLIQUE,0990,
CSU-DM PUBLIC de TIORONIARADOUGOU,,9.366,-5.637,,CENTRE_SANTE,PUBLIQUE,0988,
